freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,values
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SE,2024,4.12
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SE,2025,7.74
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SI,2023,2.58
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SI,2024,7.25
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SI,2025,3.67
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SK,2023,1.28
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SK,2024,1.96
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,SK,2025,2.15
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,TR,2023,2.06
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,TR,2024,1.61
A,10-249,C10-S951_X_K,E_AI_P1GE3,PC_ENT_IUSE,TR,2025,2.51
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,AT,2021,2.46
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,BA,2021,NA
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,BE,2021,2.5
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,BG,2021,0.52
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,CY,2021,1.02
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,CZ,2021,1.3
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,DE,2021,NA
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,DK,2021,5.78
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,EA,2021,1.7
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,EE,2021,0.7
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,EL,2021,0.53
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,ES,2021,1.4
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,EU27_2020,2021,1.58
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,FI,2021,2.33
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,FR,2021,0.8
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,HR,2021,1.29
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,HU,2021,0.66
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,IE,2021,2.24
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,IT,2021,0.97
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,LT,2021,1.38
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,LU,2021,2.6
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,LV,2021,1.07
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,ME,2021,0.33
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,MK,2021,1.2
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,MT,2021,1.8
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,NL,2021,4.76
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,NO,2021,3.06
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,PL,2021,0.6
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,PT,2021,2.32
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,RO,2021,0.38
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,RS,2021,0.22
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,SE,2021,2.27
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,SI,2021,1.58
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,SK,2021,0.89
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT,TR,2021,0.92
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,AT,2021,30.21
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,BA,2021,NA
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,BE,2021,26.93
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,BG,2021,17.14
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,CY,2021,42.75
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,CZ,2021,35.82
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,DE,2021,NA
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,DK,2021,25.55
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,EA,2021,21.99
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,EE,2021,29.67
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,EL,2021,21.35
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,ES,2021,19.86
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,EU27_2020,2021,22.46
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,FI,2021,15.91
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,FR,2021,13.27
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,HR,2021,15.52
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,HU,2021,24.69
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,IE,2021,31.25
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,IT,2021,16.63
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,LT,2021,34.77
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,LU,2021,21.43
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,LV,2021,31.25
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,ME,2021,10.22
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,MK,2021,40.01
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,MT,2021,18.25
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,NL,2021,39.36
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,NO,2021,30.28
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,PL,2021,25.51
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,PT,2021,34.98
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,RO,2021,31.56
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,RS,2021,28.72
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,SE,2021,24.95
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,SI,2021,14.35
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,SK,2021,19.13
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_AI_TANY,TR,2021,36.76
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,AT,2021,2.48
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,BA,2021,NA
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,BE,2021,2.5
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,BG,2021,0.54
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,CY,2021,1.03
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,CZ,2021,1.35
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,DE,2021,NA
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,DK,2021,5.78
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,EA,2021,1.72
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,EE,2021,0.72
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,EL,2021,0.54
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,ES,2021,1.42
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,EU27_2020,2021,1.61
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,FI,2021,2.33
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,FR,2021,0.81
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,HR,2021,1.34
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,HU,2021,0.71
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,IE,2021,2.28
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,IT,2021,0.98
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,LT,2021,1.38
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,LU,2021,2.64
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,LV,2021,1.07
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,ME,2021,0.34
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,MK,2021,1.28
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,MT,2021,1.85
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,NL,2021,4.76
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,NO,2021,3.11
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,PL,2021,0.61
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,PT,2021,2.41
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,RO,2021,0.42
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,RS,2021,0.22
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,SE,2021,2.29
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,SI,2021,1.59
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,SK,2021,0.94
A,10-249,C10-S951_X_K,E_AI_PBA,PC_ENT_IUSE,TR,2021,0.97
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,AL,2025,1.89
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,AT,2023,2.89
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,AT,2024,6.33
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,AT,2025,10.81
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BA,2023,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BA,2024,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BA,2025,2.7
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BE,2023,2.91
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BE,2024,8.52
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BE,2025,12.43
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BG,2023,0.62
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BG,2024,1.93
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,BG,2025,2.59
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,CY,2023,1.22
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,CY,2024,3.19
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,CY,2025,3.97
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,CZ,2023,1.2
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,CZ,2024,4.7
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,CZ,2025,6.36
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,DE,2023,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,DE,2024,4.23
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,DE,2025,6.76
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,DK,2023,3.1
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,DK,2024,6.29
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,DK,2025,9.48
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EA,2023,1.65
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EA,2024,3.53
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EA,2025,5.97
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EE,2023,1.48
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EE,2024,6.65
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EE,2025,10.93
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EL,2023,0.65
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EL,2024,2.11
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EL,2025,2.17
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,ES,2023,1.91
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,ES,2024,2.84
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,ES,2025,5.18
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EU27_2020,2023,1.5
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EU27_2020,2024,3.36
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,EU27_2020,2025,5.67
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,FI,2023,2
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,FI,2024,5.9
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,FI,2025,9.12
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,FR,2023,0.57
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,FR,2024,2.14
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,FR,2025,5.09
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,HR,2023,1.17
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,HR,2024,1.79
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,HR,2025,3.33
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,HU,2023,0.74
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,HU,2024,1.2
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,HU,2025,2.92
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,IE,2023,1.48
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,IE,2024,5.03
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,IE,2025,6.94
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,IT,2023,0.89
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,IT,2024,2.16
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,IT,2025,3.9
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LT,2023,0.94
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LT,2024,2.26
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LT,2025,6.72
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LU,2023,2.41
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LU,2024,5.83
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LU,2025,8.68
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LV,2023,0.85
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LV,2024,2.73
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,LV,2025,4.11
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,ME,2023,1.24
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,ME,2024,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,ME,2025,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,MT,2023,1.71
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,MT,2024,2.63
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,MT,2025,4.05
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,NL,2023,3.69
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,NL,2024,6.46
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,NL,2025,12.14
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,NO,2023,1.56
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,NO,2024,4.11
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,NO,2025,8.99
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,PL,2023,0.66
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,PL,2024,1.72
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,PL,2025,2.82
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,PT,2023,2.22
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,PT,2024,2.84
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,PT,2025,4.22
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,RO,2023,0.21
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,RO,2024,0.76
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,RO,2025,1.63
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,RS,2023,0.59
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,RS,2024,0.8
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,RS,2025,1.55
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SE,2023,1.77
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SE,2024,5.79
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SE,2025,11.5
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SI,2023,1.99
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SI,2024,7.95
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SI,2025,6.89
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SK,2023,0.89
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SK,2024,1.25
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,SK,2025,2.34
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,TR,2023,1.92
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,TR,2024,1.72
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT,TR,2025,2.78
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,AL,2025,21.83
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,AT,2023,28.75
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,AT,2024,32.68
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,AT,2025,37.65
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BA,2023,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BA,2024,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BA,2025,25.79
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BE,2023,23.26
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BE,2024,36.91
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BE,2025,37.71
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BG,2023,18.34
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BG,2024,31.41
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,BG,2025,31.89
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,CY,2023,27.44
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,CY,2024,43.68
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,CY,2025,45.53
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,CZ,2023,24.02
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,CZ,2024,46.54
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,CZ,2025,39.47
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,DE,2023,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,DE,2024,22.5
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,DE,2025,27.12
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,DK,2023,22
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,DK,2024,23.8
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,DK,2025,23.13
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EA,2023,20.22
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EA,2024,26.06
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EA,2025,29.36
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EE,2023,31.32
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EE,2024,50.08
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EE,2025,48.2
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EL,2023,16.96
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EL,2024,22.19
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EL,2025,25.49
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,ES,2023,23.15
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,ES,2024,27.55
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,ES,2025,27.07
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EU27_2020,2023,20.34
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EU27_2020,2024,26.55
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,EU27_2020,2025,29.97
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,FI,2023,14.43
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,FI,2024,25.86
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,FI,2025,25.04
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,FR,2023,10.52
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,FR,2024,23.09
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,FR,2025,29.93
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,HR,2023,15.46
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,HR,2024,15.85
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,HR,2025,22.92
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,HU,2023,22.48
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,HU,2024,17.15
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,HU,2025,30.51
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,IE,2023,20.68
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,IE,2024,36.48
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,IE,2025,37.85
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,IT,2023,19.12
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,IT,2024,27.97
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,IT,2025,24.85
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LT,2023,21.37
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LT,2024,28.19
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LT,2025,33.2
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LU,2023,17.84
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LU,2024,25.38
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LU,2025,26.48
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LV,2023,20.42
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LV,2024,33.15
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,LV,2025,36.31
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,ME,2023,22.45
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,ME,2024,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,ME,2025,NA
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,MT,2023,13.64
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,MT,2024,16.19
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,MT,2025,19.92
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,NL,2023,28.13
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,NL,2024,29.5
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,NL,2025,38.09
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,NO,2023,18.21
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,NO,2024,20.57
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,NO,2025,32.19
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,PL,2023,22.64
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,PL,2024,34.92
A,10-249,C10-S951_X_K,E_AI_PBAM,PC_ENT_AI_TANY,PL,2025,39.83
